1,2,3
[],[],['すき']
"['よい', '無い']","['やり遂げる', 'する', '確認', 'する']","['最後', '物事', '愛想']"
['大切'],"['言う', '動く', 'する']","['人', '繋がり']"
"['嫌い', '温厚', '危ない', '慎重', '積極', '図々しい']","['接する', '努める', '好む', '仕事', '放棄', 'する', '渡る', 'かかわる', '持つ', '分ける', '隔てる', '接する', 'する', 'する']","['人', '性格', '争い', 'プライベート', '橋', 'タイプ', '基本', '趣味', '自分', '興味', '誰', '高圧', '人', '相手']"
"['広い', '親しい', '良い', '慎重', '苦手', '苦手']","['受け入れる', '思う', '出る', 'やり遂げる', '努める', '考える', '話', 'かける', '入る', '飲む']","['スペース', '人', '自分', '最後', '何事', '短所', '自分', 'パーソナル', 'スペース', '会社']"
[],[],[]
"['人嫌い', '軽い', '人嫌い']",['わかる'],"['秘密', '人嫌い']"
[],[],[]
[],"['言う', '行動', 'あまる']","['文句', '友達']"
"['広い', '悪い', '軽率', '慎重', '積極', 'うまい', 'ない']","['思う', '尋ねる', '進む', '断る', 'する', '感じる', 'いる', 'しれる', '生活', '進む', '拒む', 'ある', '言える', '行動', 'ミス', 'する', '後悔', 'する', 'ある', 'ふるまう', '心がける', 'いる', '行動', 'する', '行く', '付く', 'いる', 'なる']","['心', '道', '気', '他人', '頼み', '人', '集団', '自分', '役割', '試し', '消極', '気', '友人']"
[],['なる'],"['大勢', '人']"
['ない'],[],[]
"['狭い', 'ない', 'ない', '普通', '苦手', '慎重']","['なる', '拒否', 'する', '感じる', '思う', '感じる', 'ある', '逃げ回る', '見極める', '会話', '続く', '話しかける', '会話', '続く']","['心', '可', '不可', '人間', '責任', '責任', '立場', '人', '物', '人見知り', '自分', 'タイプ']"
"['温和', '清潔', 'ない']","['おもう', '見る', '考える', '行動', 'する', '特筆', 'する', '平均']",[]
['積極'],"['する', '分かる']","['相手', '八方美人', '目', '気', '社交']"
"['ない', 'ない']","['感じる', '思う', 'かかわる', 'する']","['親', '責任', '社交', '地域']"
['楽'],['いる'],['気']
"['短気', '適当', 'ない']","['する', 'ある', '解答', '対面', 'しゃべれる']","['意地悪', '人']"
"['慎重', '積極', '必要', 'ない']","['口出し', 'する', 'やる', 'やる', '思う', '考える', '行動', 'する', '関わる', '思う']","['あまり', '最後', 'マイペース', '他人']"
[],[],[]
"['いい加減', '危ない', 'ネガティブ']","['くよくよ', 'する', '思う', '出す', '心配']","['自分', '手', '人見知り']"
"['慎重', '楽', '必要', 'ない']","['怒る', 'ある', '好く', 'できる', 'できる', 'やる', 'ある', '言える', '失敗', 'する', 'できる', 'やる', 'できる', '使う']","['あまり', 'タイプ', '責任', '物事', '何', '気']"
"['無い', 'ない', '好き', '非常', '積極', '嫌い']","['思う', '回答', 'やる']","['子供', '責任']"
"['必要', '近い', '苦手', '必要', '必要']","['ある', '悟る', 'する', 'いる', 'する', '果たす', '思う', 'ある', 'する', '確認', 'する', '違う', '動く', '動く', 'する', '出る']","['相手', '事情', '笑顔', '自分', '役割', '用事', '気', '持ち物', '精神', '疾患', '性格', '日常', '心', '家']"
['うまい'],"['相談', 'なる', '癒す', 'いく', '話', 'なる']","['自分', '悩み', '人', '家族', '相手']"
['よい'],"['言う', 'ある']",['当たり']
"['真面目', '軽率', 'ない']","['する', 'だす', '感じる', '過ごす', 'ある', '行動', 'する', '出る', 'やる', 'する']","['心', '表', '責任', '家', '社交', '外', '無料', '社交']"
"['よい', '悪い', 'ない', '普通']","['許す', '思う', '避ける', 'ある', '思う', '思う', '避ける', 'ある']","['傾向', '後ろ向き', '傾向']"
"['悪い', 'ない', 'ない', '楽']","['思う', '思う', '調べる', '行動', 'する', '思う', 'いる']","['感じ', '消極']"
[],"['いう', '思う', '浮かぶ', 'いう', 'いう', 'いう', '思う', '浮かぶ']","['これ', 'これ', 'これ', 'これ']"
"['優しい', '慎重']",['逃げ出す'],['笑顔']
"['おおらか', '悪い', '多い', '軽率', '積極', 'ない', '正しい']","['いる', '思う', '見れる', 'ある', '関係', 'する', '問う', '逃げる', 'する', 'ある']","['視力', '人', '自分', '関', '逆', '自分', '物事', '身長', '興味', '消極', 'あまり', '礼儀']"
"['わがまま', '良い', '優しい', '低い', '真面目', '多い']","['遣う', '言う', 'やる', '入り込む', '確認', 'する', 'する', '譲る', '疑う', 'しゃべる']","['他人', '気', '家', '性格', '腰', '何事', 'タイプ', '物事', '性格', '周り', '目', '気', '人', '人']"
[],"['ある', 'ある']","['両方', '両方']"
[],"['回答', '関わる', '関わる']","['人', '人']"
[],"['受け入れる', 'あり', 'やり遂げる', '言える', '解決', 'する', 'すむ', 'する']","['初対面', '裏表', '物事', '気', '気']"
"['ない', 'おとなしい']","['考える', '出る', '出る']","['引っ込み', '表', '表']"
"['主', '申し訳', '酷い', '完璧', 'ない']","['買う', '発動', 'する', '買い物', 'ある', '知る', 'する', '挨拶', 'する', '話し込む', 'なくなる', '予定', 'ある', '予定', '狂う', '見る', 'する', '頼む', 'やる', '通す', '思える', '調べる', '電話', '確認', 'する', '過ぎ去る', '思う', '行く', '思う', 'なる', '克服', 'できる']","['猫', '人', 'ここ', '無償', '愛', '上', '表', '外', '知り合い', 'こっち', '内容', '最後', '事前', '目標', '何事', '性格', 'どこ', '子供', '人見知り']"
"['良い', '悪い', 'ない', 'ない', '多い', '苦手']","['思う', '心配']","['受け身', '人付き合い']"
"['良い', 'ない', '軽率']","['思う', '言う', '指摘', 'する', 'する', '謝る', 'ある', '感じる', 'ある', '行く', '誘う', '行く']","['たま', '感じ', '言動', '相手', 'お金', '余裕']"
"['慎重', '不安', '好き', '積極', '積極', 'ない']","['言える', 'ある', '知れる', 'なる', '努める', 'ある', '言う', '確認', 'する', '思う', '経験', 'する', '思う', 'なれる', '思う', '思う']","['どちら', '面', '自分', '派', '周り', '人', '責任', '何', '事前', '年齢', '自分', '社交', '他人', '社交']"
['失礼'],"['許せる', '見る', '仕事', '辞める', '考える', '行動', 'する', '作る', '話す']","['人間', 'あまり', '顔', '学校', '友達', '仕事場']"
"['多い', '見やすい', '申し訳', '様々', '積極', '好き', 'いろいろ', '円滑']","['集積', '分別', '出す', '回収', 'する', '残置', 'する', '掃く', '清める', '行う', '収集', '分別', '掲示', '改善', 'する', 'する', '捨てる', '気づく', '期待', 'する', '聞く', '相談', 'もちかける', '仕事', '取組む', '信頼', '得る', '転勤', '兼務', '命じる', 'する', 'おさまる', 'ある', '退職', 'する', '送別', '断る', '同席', '感染', 'する', 'ある', '断る', '納得', 'する', '生活', '改善', '行く', '経験', '思う', '行う', 'ある', '過ごす', 'つとめる', '関係', '築く', '仕事', '進める', 'できる']","['町内', 'ゴミ', 'ごみ', 'ここ', 'ルール', '側', '道', '姿勢', '周囲', '女性', '部門', 'コロナ', '早期', '申し出', '自身', 'あなた', '会社', '業務', '自主', '趣味', '学校', '学級', '委員', '会社', '部署', '人間']"
"['オープン', '優しい', 'やさしい', '慎重']","['わきまえる', '限定', 'できる', '渡り歩く', '叩き込む', 'できる', '思案', 'する', '行動', 'する', '意見', '貫き通す']","['筋道', '人', '付き合い', '全国', '人', '筋道', '所作', '人間', '心底', 'まとも', '本質', 'タイプ', '自己', '相手']"
[],[],[]
"['ない', 'ない', 'ない', 'ない']",[],[]
"['ない', '軽微', '多い', '公平', '不安', '慎重', '広い']","['謝罪', '許す', '挨拶', 'する', '持つ', 'なる', 'とる', '話す', 'する', '判断', 'する', '客観', '基づく', '判断', '行動', 'する', 'なる', '判断', 'する', '行動', 'する', '乱す', 'する']","['不作為', '悪意', '物', '大抵', '人', '笑顔', '心掛け', '会社', '地域', '責任', '金銭', '社会', '責任', '他人', '鵜呑み', '外見', '根拠', '要素', 'デメリット', '要素', 'メリット', '大抵', '場', '付き合い']"
"['大きい', '無愛想', 'ドライ', '慎重', '狭い', '深い', '好き']","['なる', '思う', '知る', '対応', 'なる', '持つ', '重ねる', 'なる', '計画', '追い込む', '違う', '関係']","['男', '常々', '友達', '家族', '別', '人', '自分', '家族', '責任', '他人', '歳', '基本', '消極', '人間']"
"['うまい', '不快', '普通', '慎重', '嫌い', '憂鬱', '仕方', 'ない']","['失敗', 'する', 'いく', 'ある', '出る', '与える', 'わかる', 'いる', '似る', '共感', '覚える', '嫌悪', '抱く', 'しれる', '考える', 'やる', '思う', 'なる', 'つける', 'なる', '注意', 'する', 'はやる', 'する', 'かかわる', '会う']","['自分', '何', '顔', '周り', '人', '自分', '周り', '自分', '人', '自分', '自分', '正反対', 'ひと', '常識', '軽率', '自分', '気', '何事', '自分', '人', '誰']"
"['広い', 'めんどい', 'ない', '多い', '無い', '新しい', 'いろいろ']","['いう', 'する', 'なる', '我慢', 'する', '引く', 'する', '収める', 'する', '言う', '出世', '結婚', '願望', 'サービス', '普及', 'する', '出揃う', '検討', 'する', '連絡', 'する', '頑張る', '話', 'する', 'する']","['心', '揉め事', '自分', '当たり障り', '性格', '欲', 'テクノロジー', '一般', 'モデル', '友達', '兄妹', '自分', 'めった', '初対面', '人', 'それなり']"
[],['回答'],[]
"['不安', '新しい', '好き']","['なる', '取り組める']",['気']
"['身近', '厳しい', 'ない', '軽い']","['なる', 'ある', '面接', '落とす', 'なる', '集中', 'もつ', 'ある', 'ある', 'ある', '行く']","['人', '傾向', '気', '最後', '詰め', '口', '人', '興味', '場所']"
"['ない', 'ない', 'ない', 'ない', 'ない']","['わかる', 'わかる', 'わかる', '思う', 'わかる', 'わかる']",[]
[],[],[]
"['良い', '狭い']","['守る', '許せる', '任す', 'やり遂げる', 'アルバイト', '応募', '続ける', '考える', '誘える', '関係', '思う']","['マナー', '人', '基本', '人当たり', '自分', '友達', '交友']"
"['大切', '広い', '嫌い', '狭い', 'いい', '怖い', '的確', '正確', '積極', '怖い']","['思う', '接す', '分かる', '許容', 'なる', '対す', '許容', 'なる', '感じる', 'なれる', '感じる', 'みる', 'する', '果たす', '来る', '出る', '行動', 'できる', 'やる', '失敗', 'する', '判断', 'する', '考える', '行動', 'する', 'なる', '考え出す', '行動', '移す', '否定', 'する', '話す', '会う', 'する']","['私', '自身', '人', '範囲', '相手', '範囲', '真', '感じ', '人', '責任', '自分', 'しっぺ返し', '考え', '瞬時', '理想', 'それ', '方法', '相手']"
"['カリカリ', '多い', '限り', '厳しい', '悪い', '冷たい', '済まない', 'ない', '冷静', '身近', '慎重', '大事', '好き', '積極', '強い', 'ない', '大好き']","['する', 'つく', '違う', 'みる', '思う', '変貌', 'する', 'ふるまう', '相殺', 'する', '試みる', 'ある', '思う', '接す', '違う', 'する', '言う', 'する', 'とる', 'やる', 'ある', '思う', '気づく', '考える', 'あきらめる', '放り出す', 'する', '思う', '判断', 'できる', '思う', 'なる', '思う', 'ふるまう', '変わる', '直感', 'する', '考える', 'なる', '突き進む', '行く', '行動', 'する', '行動', '考える', '工夫', 'する', 'する', '発表', 'する', '行動', '移す', 'する', '出る', '思う', 'ふるまう']","['イラ', '人', '面', '出来事', 'マイナス', '場面', '他', '生理', '鬼', '期間', '菩薩', '鬼', '夫', '感じ', '周り', '人', '文句', '中間', '自分', '何', '気', '責任', 'それ', '責任', 'ただ', '性質', 'そこ', '責任', '責任', '人', '自分', '自分', '他人', '考え', '感覚', '人', 'ひと', '中間', '場所', '気持ち', '他力本願', '物事', 'それ', '他人', '自分']"
[],"['こだわる', '外出', '確認', 'する', 'かわる', 'する', 'ある']","['物事', '火の元', '好み', '人見知り']"
"['無口', '好き']","['重ねる', '立てる', 'なる', '行く', '行動']","['腹', '頭', '丸刈り', '当たり']"
['狷介'],['いえる'],['調子']
"['嫌い', '慎重', '正直']","['よる', 'よる', '嫌う', 'よる', '行う', 'する', 'する']","['人', '奴', '内容', '何事', '何', '出来事', '人付き合い']"
[],"['広がる', '話', '広がる', '話', '広がる', '話', '広がる', '話', '広がる', '話', '広がる']",[]
"['優しい', '良い', '多い', '腹黒い', '慎重', '慎重', '高い']","['できる', 'ある', '接する', '思う', 'できる', 'ある', '言う', '思う', '言う', '実現', 'できる', '持つ', '発言', 'する', '思う', '行動', 'する', '早とちり', 'する', '思う', 'ある', '率先', 'する', '取り組む', 'なれる']","['自分', '自身', '人', '初対面', '人', '感じ', '自分', '自分', '責任', 'たま', '基本', '自分', '興味', 'コミュニケーション', '誰']"
"['旺盛', '多い']",[],"['好奇', '外国', '友達', '社交']"
"['いい', 'いい', 'すごい', 'すごい', '不安', 'いい', 'いい']","['思う', '思う', '思う', 'いる', '思う', 'いる']","['最高', '最高', '魅力', '最高']"
"['悪い', '積極', 'ない']","['なす', '見える', 'する', '考える', '付き合える']",['大人']
[],[],[]
[],"['見る', '見る', 'する', '切り替える']","['八方美人', '場面']"
"['ない', '激しい', '遅い', 'よい', 'スムーズ']","['融通', '利く', 'ある', 'チャレンジ', 'する', 'すすめる']","['あまり', '他人', '興味', '人見知り', '初動', '人間', '最初', 'きっかけ', '自分', 'あと']"
"['寛容', '悪い', '慎重', '軽率', '嫌い', '嫌い']","['つける', '生活', 'できる', '思う', '放置', '放任', 'する', '対応', 'する', '越える', '行動', 'なる', '変化', '衝突', '避ける']","['相手', '折り合い', '人見知り', '人当たり', '相手', '事柄', '基本', '一線', '人', '人間']"
[],[],[]
"['優しい', '前向き', 'いい', 'ない']","['ある', 'なる', '通用', 'する']","['許し', '心', '人間', '社会', '責任', '社会', '軽率', '社会', '自分', '人', '社交']"
"['いい', 'うまい']","['いえる', '管理', '発言', 'する']","['愛想', '中間', '性格']"
"['いや', '悪い', '新しい', '可能', '新しい', '面倒', '必要']","['気に入る', '受け流す', 'なくなる', 'ある', 'する', '思う', '結婚', '継続', 'する', '始める', '調査', '行う', 'やる', '話せる']","['怒り', 'しよう', '感じ', '顔つき', '他人', '最低限']"
"['普通', 'ない']","['昇格', '喜べる', '行動']","['人前', '短期間']"
['ない'],['解答'],[]
[],[],[]
[],"['やり遂げる', '継続', 'できる', '遣う', '思う', '嫌う', 'かかわる']","['さいし', '自分', '基本', '最後', '人間', '他人', 'とこ', '気', '人間']"
['慎重'],"['重ねる', 'なる']",[]
[],"['介護', '頑張る', '回答', '活動', 'する']","['家族', 'ボランティア', '絵本', 'ママ']"
"['広い', '良い', '普通', '静か', '好き']","['仕事', 'もつ', '知る', '出す', '関係', '広げる', '過ごす']","['心', '外面', '責任', '手', 'これ', '交友', '社交']"
[],[],['かし']
"['ない', 'ない', '嫌', '慎重']","['反省', 'する', 'ある', 'みる', '存在', '思う', 'ある', 'さく', '逃げる', '考える', 'なる', 'やる', '思う', 'ある', 'ある', '思う', '評価', '思う', 'する']","['自己', '中心', '考え', '他人', '自分', '可', '不可', '自分', 'あと', '引っ込み思案', '自分', '他人', '自分', '気']"
['狭い'],"['喋る', '逃げる', 'やる', '後悔', 'する', '出る', '会う', '思う']","['仏頂面', '人']"
"['細かい', '悪い', 'だめ', '必要', '楽']","['なる', '思う', 'する', '買う', '考える', '決める', '変わる', '行動', 'する']","['気', '人当たり', '自分', '物', '物事']"
['ない'],"['なる', '気に入る', '思う', 'する', 'ある', '思う', '思う', '頼む', 'はやる', 'する', '行動', 'する', '活動', '参加', 'する']","['自分', '思い', '自分', 'まり', '基本', '自分', '社会']"
['いい'],"['する', '思う', '話', '聞く', '仕事', '進む', 'できる', 'やる']","['職場', '感じ', '家庭', '家庭']"
[],[],[]
['ない'],[],[]
"['悪い', '多い', '積極']","['許せる', '開く', '見える', '信用', 'する', '言う', '広まる', '叩く', 'なる', '思う', '思う']","['心', '人', '心', '感じ', '会社', '人', 'りよ', '悪口', '陰口', '社交']"
[],[],[]
"['悪い', '軽はずみ', '積極', 'すき']","['怒る', '話しかける', '思う', '持つ', '終わる', '行動', 'する', '外出', '思う']","['感じ', '最後', '責任', '社交']"
[],[],[]
[],[],[]
"['ない', 'ない']","['回答', '回答']",[]
['ない'],[],"['海', '斗']"
['ない'],[],[]
[],[],[]
"['狭い', '良い', 'ない', '慎重']",[],"['心', '感じ', '責任', '消極', '社交']"
"['人的', '若い']","['言える', '話', '合わせる', '出来る', 'ある', '負う', '敬遠', '言える', '比べる', 'なる', '飲む', 'いく']","['どちら', '年齢', '責任', 'どちら', '物事', '消極', '平気']"
[],['なす'],[]
"['おおらか', '旺盛']",['思う'],"['自分', '好奇']"
"['嫌', '短気', '多い', '慎重', '多い', '色々']","['思う', '縮める', 'なる', '使う', '頼る', '尽くす', '失敗', 'やる', '思う', 'チャレンジ', 'する', '出す', 'する', '会話', 'できる']","['人', '距離', '気', '手', '手', '人見知り']"
"['短い', '短気', '面倒臭い']",['守る'],"['気', '人見知り', '期限', 'インドア']"
[],[],[]
"['ない', 'ない', 'ない', 'ない']",[],[]
"['狭い', '苦手']","['なる', '感じる']","['新潟', '責任']"
['ない'],"['する', '関わる']","['どちら', '人']"
[],[],['め']
"['穏やか', '不安']","['成長', '対立', 'する', 'なる', '退職', '就職', 'する', '仕事', 'する', '知る', '呼ぶ']","['四国', '遍路', '亡父', '経済', '自己', '後遺症', '名前', '近所', '兄ちゃん']"
"['悪い', '積極']","['いえる', '回答']","['どちら', 'たま', '感じ', '社交']"
"['ない', '雑']","['ある', 'いえる', 'ある', 'ある', '話しかける', '外出', 'する']","['情', '愛想', 'どちら', '身長', '自分']"
"['つらい', 'ながい']","['思う', 'うかれる']",[]
"['短気', '厳つい']","['喧嘩', 'なる']","['騒ぎ', '顔', '身体']"
"['広い', '狭い']","['見せかける', 'ある']","['責任', '場面', '場面']"
[],"['成功', '喜べる', '仕事', '休む', '目立つ', '鬱気']","['他人', '八方美人']"
"['明るい', '元気', 'ない']","['思う', '言える']","['人', '気分', 'どっち', '人見知り']"
"['穏やか', '良い', '好き', '好き', 'ない']","['関係', 'いる', '思う', '仕事', '頑張る', '心配', '考える', '行動', 'する', '仕事', '出る']","['自分', '利害', '大抵', '人当たり', 'マンション', '理事', 'やる気', 'ママ', '友', '付き合い']"
['いい'],[],['なか']
['積極'],"['仕事', '仕事']","['ケースバイケース', '真ん中', 'プライベート', '消極']"
"['ない', 'ない']","['許す', 'ある', 'しゃべる', 'ある']","['タイプ', 'どちら', '自分', '友達', '付き合い']"
"['ない', '強い']","['回答', '冷める', 'みる', '信じる', '警戒']","['愛嬌', '目', '人', '相手']"
"['小さい', '良い', '薄い']","['悩む', 'する', '与える', '遂行', 'する', '努力', 'する', '早合点', 'する', 'ある', '入る']","['他人', '初対面', '印象', '任務', '天然', 'スイッチ', '消極']"
"['冷たい', '慎重', '慎重', 'すごい', '積極', '冷たい']","['貸す', 'いう', '貸す', 'する', '決める', 'やり遂げる', '警戒', 'する', '考える', '言う', 'なれる', 'なる']","['お金', '人見知り', '最初', '印象', '周り', '最初', '社交']"
['ない'],"['回答', 'する']",[]
"['ない', 'ない']","['回答', '回答']",[]
[],[],[]
"['良い', '慎重', 'ない']","['一人暮らし', 'なる', 'する', '思う', '意識', 'ある', '仕事', '持つ', '思う', '楽観', 'ある', '失敗', 'する', '仕事', '実行', '移す', '仕事', '失敗', 'する', '出くわす', '引き伸ばす', 'やる', '話しかける']","['内心', '楽しみ', '他人', '割', '組長', '責任', '主義', '地区', '組長', '内容', '別け隔て', '他人']"
['温厚'],"['分かる', '分かる']",[]
[],[],[]
"['狭い', '広い', '良い', 'そそっかしい', '薄い', '良い', 'ない']","['混在', 'する', '言う', 'ある', 'する', '言う', '死ぬ', 'する', '付き合う']","['部分', '部分', '愛想', '周り', '消極', '占い', '人', '縁', '親友', '中', '友達', 'あまり']"
"['ずるい', '軽い']","['死ぬ', '見る', 'わかる', '死ぬ']",['口']
[],[],[]
[],"['ある', 'ある', 'ある', 'ある', 'ある', 'ある']",[]
['誠実'],[],['温厚']
['優しい'],"['言う', '与える', 'やる', '通信', '書く', '思う', '嫌う']","['消極', 'お子さん', '消極', '人']"
[],[],[]
[],[],[]
[],[],[]
['狭い'],"['思う', 'わかる']",['消極']
"['破天荒', '寛大', '嫌', '適当', '失礼', '嫌', '積極', '好き', 'ない']","['する', 'する', 'ある', '思う', '言う', 'する', '思う', 'やり遂げる', '考える', '行動', 'する', '似る', 'なれる', 'ある', '接する']","['自分', '人', '誰', '相手', 'こ', '相手', '最後', '何', '考え', '人']"
"['嫌い', '多い', '冷静']","['言う', '意識', '着ける', '実行', 'ある']","['人', '人', 'プロ', '身']"
"['ない', '多い', '多い']","['思う', '話しかける', '持つ', '感じる', 'なる', 'なる', '決める', 'かかる', '話しかける', '躊躇', 'する', '出る', '障る']","['どちら', '印象', '物事', '結末', '気', '優柔不断', '物事', '人', '人見知り', '人見知り']"
[],"['選ぶ', '計画', '使い分ける']","['相手', '何事', '相手']"
[],['活動'],['ボランティア']
[],[],[]
"['広い', '狭い', 'ない', '普通', '慎重', '気さく']","['思う', '思う', '負う', 'いる', '行動', '対応', 'できる']","['物事', '不祥事', '自分', '気持ち', '物事', '言動', '誰']"
[],"['起伏', '内向']","['感情', '性格']"
"['面白い', '平和', '新しい', '好き']","['いる', '感じる', '実行', 'する', 'すむ', '考える', '行動', 'する', '始める', 'する', 'なれる', '話す']","['人', '主義', '気', '人見知り', '何']"
['ない'],[],['カイト']
"['寛容', '明るい']",['なれる'],['誰']
[],[],[]
"['無愛想', '軽はずみ', '新しい']","['失敗', 'つく', '行動', 'なる', '生活', '行動', '持つ', '行動', 'する', '生活', '考える', '行動', '取る', 'チャレンジ', 'する', '話しかける']","['ひと', 'イラ', '集団', '初対面', '人', '日常', '責任', '日常', '物事', '後先', '初対面', '人', '自分']"
[],[],[]
[],[],[]
[],['回答'],[]
[],['ある'],['あし']
[],[],[]
[],[],[]
['短気'],[],['笑顔']
['ない'],[],['愛想']
"['悪い', 'ない', 'ない', '軽率', 'ない']","['言える', 'しゃしゃり出る', '言える']","['何', 'あまり']"
"['広い', 'いい', '慎重', '積極', '無い']","['思う', '思う', 'ある', '思う', '思う']","['感じ', '責任', 'どちら']"
"['公正', '公平', 'うまい', '不良', 'ない']","['前述', '振り回す', '経験', '心掛ける', '判断', '要する', '治療', '受ける', '達す', '質問', '判断', '付く', '伝える', '思う', '考える', '逃す', '経験', '判断', '急ぐ', 'ある', '判断', '付ける', '予定', '変更', 'ある', '生活', '蔑む', 'なる', '経験', '付く', '離れる', '越す', '思う']","['母', '私', '自身', '精神', '医療', '気分', '落ち込み', '最高潮', '機会', '上記', '軽率', '体調', '家庭', '社会', '両方', 'からかい', '対象', '対人', '不信']"
"['ない', 'ない']",[],['いとう']
"['忙しい', '横柄', '自分勝手', '慎重', '新しい', '好き', '得意']","['なる', 'やる', '思う', 'チャレンジ', 'する', '合わせる']","['ていっぱい', '態度', '自分', '物事', '人']"
[],"['おこる', 'おこる', 'ある', '予定', '決める', 'みしる', 'みしる']","['ふつう', '先', 'ひと', 'ひと']"
"['ない', 'ない', 'ない']",[],"['いとう', '解党', '顔', '津']"
"['優しい', '優しい', '強い', '慎重', '積極']",['なれる'],"['誰', '誰', '責任', '何事', '何事', '誰']"
"['広い', '悪い', 'ない', '無愛想', '問題', 'ない', '慎重', '軽々しい', '弱い', '積極', 'うまい']","['許せる', 'する', 'する', '見る', '直面', 'する', '逃げる', 'やる', '通す', 'する', '行動', 'する', 'はなれる', '取れる']","['心', '自分', '感じ', '他人', '印象', '最後', '何', '気', '受け身', '人', 'コミュニケーション']"
