MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
231.0,2024/02/16-12:37:41,2024/02/16-12:40:17,156.0,1.0,50.0,40.0,1.0,2.0,3.0,1.0,2.0,同僚,5.0,4.0,3.0,4.0,5.0,3.0,4.0,6.0,3.0,4.0,2.0,6.0,COMP,2.0
232.0,2024/02/16-12:33:02,2024/02/16-12:40:23,441.0,1.0,50.0,9.0,1.0,1.0,3.0,2.0,3.0,友人,5.0,5.0,3.0,7.0,7.0,1.0,2.0,6.0,2.0,5.0,6.0,7.0,COMP,1.0
233.0,2024/02/16-12:38:06,2024/02/16-12:40:25,139.0,1.0,53.0,14.0,1.0,4.0,4.0,2.0,3.0,ないのである,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,6.0,2.0,4.0,4.0,COMP,11.0
235.0,2024/02/16-12:28:55,2024/02/16-12:40:49,714.0,2.0,58.0,27.0,1.0,1.0,6.0,1.0,7.0,夫,7.0,6.0,2.0,6.0,4.0,4.0,7.0,2.0,3.0,2.0,1.0,6.0,COMP,8.0
237.0,2024/02/16-12:36:20,2024/02/16-12:41:12,292.0,1.0,59.0,13.0,1.0,5.0,3.0,2.0,5.0,妻,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,COMP,5.0
238.0,2024/02/16-12:35:12,2024/02/16-12:41:22,370.0,1.0,48.0,40.0,1.0,1.0,3.0,2.0,4.0,友達,5.0,3.0,5.0,6.0,6.0,2.0,2.0,6.0,6.0,6.0,5.0,6.0,COMP,1.0
239.0,2024/02/16-12:38:46,2024/02/16-12:41:24,158.0,1.0,57.0,28.0,1.0,1.0,3.0,2.0,5.0,母,4.0,3.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,COMP,1.0
243.0,2024/02/16-12:37:07,2024/02/16-12:41:35,268.0,1.0,54.0,11.0,1.0,6.0,2.0,2.0,4.0,恋人,2.0,7.0,3.0,5.0,2.0,6.0,2.0,7.0,2.0,5.0,2.0,6.0,COMP,6.0
244.0,2024/02/16-12:28:04,2024/02/16-12:41:52,828.0,1.0,32.0,30.0,1.0,3.0,2.0,1.0,3.0,友人,3.0,5.0,4.0,5.0,4.0,4.0,3.0,6.0,3.0,4.0,2.0,7.0,COMP,3.0
245.0,2024/02/16-12:32:45,2024/02/16-12:41:55,550.0,2.0,51.0,13.0,1.0,4.0,2.0,1.0,4.0,夫,3.0,5.0,3.0,4.0,3.0,5.0,3.0,6.0,3.0,5.0,4.0,5.0,COMP,4.0
248.0,2024/02/16-12:26:37,2024/02/16-12:42:29,952.0,2.0,48.0,34.0,1.0,1.0,3.0,1.0,6.0,夫,5.0,5.0,3.0,4.0,3.0,6.0,3.0,5.0,1.0,5.0,2.0,4.0,COMP,1.0
250.0,2024/02/16-12:40:21,2024/02/16-12:42:38,137.0,2.0,40.0,15.0,1.0,6.0,2.0,1.0,1.0,息子,5.0,4.0,2.0,6.0,3.0,4.0,2.0,7.0,1.0,4.0,3.0,6.0,COMP,6.0
251.0,2024/02/16-12:35:36,2024/02/16-12:42:42,426.0,2.0,40.0,27.0,1.0,2.0,2.0,2.0,4.0,友人,4.0,6.0,6.0,3.0,6.0,6.0,4.0,6.0,6.0,3.0,2.0,6.0,COMP,2.0
254.0,2024/02/16-12:38:31,2024/02/16-12:43:06,275.0,1.0,49.0,47.0,1.0,7.0,1.0,2.0,4.0,妻,2.0,4.0,3.0,7.0,3.0,5.0,2.0,7.0,1.0,7.0,1.0,7.0,COMP,7.0
255.0,2024/02/16-12:39:09,2024/02/16-12:43:07,238.0,1.0,50.0,19.0,1.0,2.0,1.0,2.0,3.0,お気に入りの女の子,2.0,4.0,3.0,5.0,5.0,3.0,3.0,7.0,3.0,6.0,4.0,5.0,COMP,2.0
256.0,2024/02/16-12:39:37,2024/02/16-12:43:12,215.0,1.0,59.0,28.0,1.0,3.0,4.0,1.0,5.0,親友,5.0,6.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,COMP,10.0
257.0,2024/02/16-12:40:10,2024/02/16-12:43:16,186.0,1.0,43.0,28.0,1.0,4.0,3.0,1.0,4.0,会社の同僚,4.0,5.0,3.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,COMP,4.0
259.0,2024/02/16-12:38:31,2024/02/16-12:43:31,300.0,2.0,49.0,13.0,1.0,1.0,1.0,1.0,5.0,親友,2.0,6.0,2.0,7.0,3.0,6.0,1.0,7.0,1.0,4.0,1.0,7.0,COMP,1.0
266.0,2024/02/16-12:39:47,2024/02/16-12:43:59,252.0,1.0,59.0,27.0,1.0,1.0,3.0,1.0,5.0,上司,7.0,7.0,1.0,7.0,1.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,COMP,1.0
267.0,2024/02/16-12:31:39,2024/02/16-12:44:05,746.0,1.0,43.0,14.0,1.0,3.0,3.0,2.0,3.0,妻,4.0,6.0,1.0,7.0,2.0,5.0,2.0,6.0,3.0,3.0,3.0,6.0,COMP,3.0
268.0,2024/02/16-12:39:46,2024/02/16-12:44:10,264.0,1.0,56.0,10.0,1.0,6.0,2.0,2.0,5.0,妻,4.0,5.0,2.0,6.0,5.0,3.0,2.0,6.0,2.0,6.0,2.0,5.0,COMP,6.0
269.0,2024/02/16-12:38:12,2024/02/16-12:44:10,358.0,2.0,43.0,20.0,1.0,6.0,2.0,1.0,4.0,夫,4.0,4.0,3.0,6.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,6.0,COMP,6.0
271.0,2024/02/16-12:30:00,2024/02/16-12:44:22,862.0,2.0,42.0,23.0,1.0,1.0,2.0,1.0,5.0,夫,5.0,6.0,3.0,5.0,4.0,5.0,1.0,7.0,2.0,5.0,3.0,7.0,COMP,1.0
273.0,2024/02/16-12:41:00,2024/02/16-12:44:32,212.0,1.0,52.0,27.0,1.0,1.0,3.0,2.0,4.0,友人,7.0,3.0,7.0,2.0,7.0,1.0,3.0,5.0,3.0,5.0,2.0,5.0,COMP,1.0
274.0,2024/02/16-12:37:02,2024/02/16-12:44:34,452.0,1.0,52.0,33.0,1.0,2.0,2.0,2.0,5.0,妻,4.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,4.0,COMP,2.0
275.0,2024/02/16-12:36:40,2024/02/16-12:44:35,475.0,2.0,49.0,27.0,1.0,1.0,3.0,2.0,4.0,子ども,4.0,4.0,1.0,4.0,4.0,4.0,4.0,7.0,1.0,6.0,4.0,4.0,COMP,1.0
276.0,2024/02/16-12:41:33,2024/02/16-12:44:42,189.0,2.0,35.0,11.0,1.0,1.0,3.0,2.0,4.0,上司,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,5.0,3.0,7.0,COMP,1.0
277.0,2024/02/16-12:39:24,2024/02/16-12:44:43,319.0,1.0,56.0,28.0,1.0,1.0,3.0,1.0,6.0,同僚,4.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,COMP,1.0
280.0,2024/02/16-12:31:02,2024/02/16-12:44:52,830.0,1.0,46.0,2.0,1.0,6.0,4.0,2.0,8.0,叔母,5.0,2.0,5.0,5.0,6.0,2.0,4.0,6.0,5.0,6.0,3.0,6.0,COMP,13.0
281.0,2024/02/16-12:38:44,2024/02/16-12:44:54,370.0,1.0,51.0,24.0,1.0,4.0,2.0,2.0,4.0,妻,5.0,2.0,3.0,6.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,5.0,COMP,4.0
284.0,2024/02/16-12:27:48,2024/02/16-12:45:08,1040.0,2.0,37.0,42.0,1.0,4.0,1.0,1.0,3.0,恋人,3.0,6.0,1.0,7.0,2.0,1.0,2.0,6.0,2.0,4.0,2.0,5.0,COMP,4.0
285.0,2024/02/16-12:37:16,2024/02/16-12:45:18,482.0,1.0,54.0,25.0,1.0,7.0,2.0,2.0,5.0,妻,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,COMP,7.0
287.0,2024/02/16-12:38:11,2024/02/16-12:45:34,443.0,2.0,53.0,13.0,1.0,1.0,1.0,1.0,4.0,夫,5.0,5.0,1.0,6.0,4.0,2.0,1.0,7.0,1.0,7.0,6.0,4.0,COMP,1.0
289.0,2024/02/16-12:41:41,2024/02/16-12:45:44,243.0,1.0,56.0,28.0,1.0,4.0,3.0,1.0,5.0,配偶者,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,COMP,4.0
290.0,2024/02/16-12:40:23,2024/02/16-12:45:51,328.0,1.0,45.0,28.0,1.0,1.0,3.0,2.0,5.0,パートナー,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,COMP,1.0
294.0,2024/02/16-12:37:37,2024/02/16-12:46:01,504.0,1.0,55.0,26.0,1.0,5.0,2.0,2.0,5.0,妻,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,COMP,5.0
299.0,2024/02/16-12:42:36,2024/02/16-12:46:27,231.0,1.0,44.0,27.0,1.0,1.0,3.0,1.0,4.0,友人,4.0,4.0,3.0,7.0,7.0,1.0,7.0,3.0,4.0,3.0,3.0,4.0,COMP,1.0
301.0,2024/02/16-12:35:58,2024/02/16-12:46:31,633.0,1.0,34.0,13.0,1.0,2.0,1.0,1.0,3.0,友達,6.0,6.0,3.0,6.0,5.0,3.0,5.0,4.0,1.0,4.0,5.0,5.0,COMP,2.0
303.0,2024/02/16-12:43:23,2024/02/16-12:46:37,194.0,2.0,46.0,29.0,1.0,2.0,2.0,2.0,4.0,友人,6.0,4.0,5.0,3.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,2.0,COMP,2.0
304.0,2024/02/16-12:34:24,2024/02/16-12:46:49,745.0,1.0,58.0,13.0,1.0,7.0,1.0,2.0,5.0,家内,3.0,7.0,1.0,7.0,5.0,7.0,3.0,7.0,1.0,7.0,1.0,7.0,COMP,7.0
305.0,2024/02/16-12:32:05,2024/02/16-12:46:51,886.0,1.0,40.0,22.0,1.0,4.0,1.0,2.0,6.0,母,3.0,4.0,7.0,4.0,4.0,1.0,1.0,7.0,1.0,7.0,4.0,5.0,COMP,4.0
306.0,2024/02/16-12:40:49,2024/02/16-12:47:01,372.0,1.0,54.0,15.0,1.0,1.0,3.0,2.0,5.0,知人,6.0,3.0,2.0,7.0,3.0,4.0,2.0,7.0,2.0,5.0,4.0,6.0,COMP,1.0
308.0,2024/02/16-12:43:09,2024/02/16-12:47:22,253.0,2.0,34.0,13.0,1.0,1.0,5.0,1.0,3.0,上司,7.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,7.0,4.0,4.0,COMP,8.0
309.0,2024/02/16-12:40:14,2024/02/16-12:47:24,430.0,2.0,41.0,3.0,1.0,2.0,2.0,2.0,4.0,友人,5.0,6.0,1.0,5.0,6.0,2.0,2.0,7.0,2.0,5.0,3.0,6.0,COMP,2.0
310.0,2024/02/16-12:40:52,2024/02/16-12:47:25,393.0,1.0,33.0,11.0,1.0,2.0,3.0,2.0,5.0,母,6.0,4.0,6.0,2.0,5.0,4.0,2.0,5.0,2.0,6.0,4.0,4.0,COMP,2.0
311.0,2024/02/16-12:42:27,2024/02/16-12:47:33,306.0,2.0,25.0,13.0,1.0,1.0,3.0,2.0,5.0,母,1.0,5.0,4.0,2.0,3.0,6.0,2.0,5.0,4.0,1.0,3.0,7.0,COMP,1.0
312.0,2024/02/16-12:40:21,2024/02/16-12:47:38,437.0,2.0,48.0,1.0,1.0,7.0,1.0,2.0,1.0,娘,3.0,6.0,2.0,5.0,5.0,3.0,2.0,7.0,1.0,6.0,4.0,5.0,COMP,7.0
313.0,2024/02/16-12:28:44,2024/02/16-12:47:39,1135.0,2.0,30.0,11.0,1.0,7.0,1.0,1.0,3.0,夫,4.0,5.0,4.0,4.0,2.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,7.0
314.0,2024/02/16-12:41:40,2024/02/16-12:47:44,364.0,2.0,32.0,44.0,1.0,1.0,3.0,1.0,3.0,夫,3.0,4.0,4.0,5.0,7.0,1.0,3.0,5.0,2.0,5.0,3.0,3.0,COMP,1.0
315.0,2024/02/16-12:43:53,2024/02/16-12:47:46,233.0,2.0,28.0,22.0,1.0,2.0,3.0,1.0,3.0,パートナー,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,2.0,3.0,6.0,COMP,2.0
316.0,2024/02/16-12:44:56,2024/02/16-12:47:48,172.0,1.0,59.0,13.0,1.0,1.0,6.0,1.0,5.0,同僚,4.0,3.0,6.0,5.0,3.0,4.0,6.0,1.0,4.0,4.0,5.0,3.0,COMP,8.0
319.0,2024/02/16-12:43:33,2024/02/16-12:48:13,280.0,2.0,51.0,1.0,1.0,2.0,2.0,2.0,7.0,母,4.0,3.0,4.0,6.0,6.0,1.0,4.0,5.0,2.0,4.0,4.0,5.0,COMP,2.0
320.0,2024/02/16-12:41:29,2024/02/16-12:48:14,405.0,1.0,56.0,25.0,1.0,1.0,6.0,2.0,5.0,姉,2.0,6.0,1.0,6.0,2.0,6.0,7.0,1.0,3.0,4.0,3.0,5.0,COMP,8.0
321.0,2024/02/16-12:40:43,2024/02/16-12:48:37,474.0,2.0,27.0,44.0,1.0,7.0,1.0,2.0,6.0,母,7.0,3.0,4.0,3.0,7.0,1.0,2.0,7.0,1.0,7.0,1.0,7.0,COMP,7.0
322.0,2024/02/16-12:45:51,2024/02/16-12:48:40,169.0,1.0,43.0,14.0,1.0,5.0,2.0,2.0,3.0,配偶者,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,COMP,5.0
324.0,2024/02/16-12:43:42,2024/02/16-12:48:57,315.0,2.0,39.0,1.0,1.0,2.0,2.0,1.0,4.0,夫,1.0,5.0,6.0,7.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,6.0,COMP,2.0
325.0,2024/02/16-12:46:25,2024/02/16-12:49:03,158.0,1.0,45.0,12.0,1.0,2.0,1.0,2.0,4.0,妻,4.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,1.0,6.0,4.0,4.0,COMP,2.0
328.0,2024/02/16-12:43:12,2024/02/16-12:49:20,368.0,2.0,56.0,46.0,1.0,4.0,3.0,2.0,7.0,先輩,2.0,4.0,2.0,6.0,4.0,5.0,2.0,3.0,2.0,6.0,1.0,6.0,COMP,4.0
329.0,2024/02/16-12:44:43,2024/02/16-12:49:32,289.0,2.0,36.0,11.0,1.0,2.0,4.0,4.0,3.0,友達,4.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,4.0,4.0,4.0,COMP,9.0
330.0,2024/02/16-12:42:59,2024/02/16-12:49:33,394.0,2.0,59.0,40.0,1.0,4.0,2.0,2.0,5.0,友人,4.0,6.0,1.0,6.0,3.0,6.0,2.0,7.0,1.0,7.0,4.0,5.0,COMP,4.0
333.0,2024/02/16-12:33:26,2024/02/16-12:49:42,976.0,2.0,56.0,12.0,1.0,3.0,1.0,2.0,8.0,母,2.0,4.0,2.0,4.0,5.0,3.0,1.0,7.0,1.0,7.0,5.0,5.0,COMP,3.0
336.0,2024/02/16-12:45:48,2024/02/16-12:50:14,266.0,1.0,43.0,40.0,1.0,2.0,3.0,1.0,4.0,同僚,4.0,4.0,2.0,6.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,COMP,2.0
338.0,2024/02/16-12:45:11,2024/02/16-12:50:26,315.0,1.0,57.0,23.0,1.0,6.0,4.0,2.0,5.0,配偶者,4.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0,5.0,4.0,5.0,6.0,COMP,13.0
340.0,2024/02/16-12:37:45,2024/02/16-12:51:03,798.0,2.0,45.0,34.0,1.0,1.0,2.0,2.0,7.0,母,4.0,1.0,4.0,4.0,7.0,1.0,4.0,5.0,1.0,4.0,7.0,4.0,COMP,1.0
341.0,2024/02/16-12:47:20,2024/02/16-12:51:04,224.0,2.0,55.0,9.0,1.0,3.0,2.0,1.0,5.0,夫,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,COMP,3.0
342.0,2024/02/16-12:38:45,2024/02/16-12:51:18,753.0,1.0,34.0,22.0,1.0,2.0,4.0,1.0,3.0,友人,7.0,3.0,7.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,COMP,9.0
344.0,2024/02/16-12:49:14,2024/02/16-12:51:38,144.0,2.0,36.0,19.0,1.0,6.0,1.0,2.0,3.0,妹,3.0,5.0,4.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,4.0,5.0,COMP,6.0
346.0,2024/02/16-12:49:07,2024/02/16-12:51:50,163.0,2.0,52.0,13.0,1.0,4.0,2.0,1.0,5.0,夫,2.0,6.0,2.0,6.0,2.0,6.0,3.0,6.0,2.0,6.0,2.0,6.0,COMP,4.0
349.0,2024/02/16-12:38:54,2024/02/16-12:52:07,793.0,1.0,55.0,4.0,1.0,6.0,2.0,1.0,8.0,父,4.0,5.0,3.0,6.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,6.0,COMP,6.0
351.0,2024/02/16-12:44:54,2024/02/16-12:52:10,436.0,1.0,53.0,23.0,1.0,1.0,4.0,2.0,4.0,妻,4.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,COMP,8.0
352.0,2024/02/16-12:48:52,2024/02/16-12:52:12,200.0,2.0,35.0,13.0,1.0,2.0,3.0,1.0,3.0,夫,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,COMP,2.0
353.0,2024/02/16-12:47:54,2024/02/16-12:52:18,264.0,2.0,55.0,14.0,1.0,4.0,3.0,1.0,5.0,夫,6.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,COMP,4.0
354.0,2024/02/16-12:43:29,2024/02/16-12:52:22,533.0,1.0,57.0,14.0,1.0,7.0,1.0,2.0,2.0,恋人。,3.0,6.0,3.0,7.0,6.0,1.0,3.0,7.0,3.0,4.0,3.0,2.0,COMP,7.0
355.0,2024/02/16-12:49:23,2024/02/16-12:52:37,194.0,2.0,50.0,6.0,1.0,6.0,1.0,1.0,5.0,友人,6.0,4.0,1.0,6.0,5.0,2.0,1.0,1.0,4.0,5.0,4.0,5.0,COMP,6.0
356.0,2024/02/16-12:45:06,2024/02/16-12:52:40,454.0,2.0,57.0,37.0,1.0,2.0,3.0,2.0,5.0,近所の友人,4.0,3.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,6.0,4.0,4.0,COMP,2.0
359.0,2024/02/16-12:45:05,2024/02/16-12:53:20,495.0,2.0,58.0,13.0,1.0,6.0,2.0,1.0,6.0,夫,2.0,7.0,3.0,6.0,3.0,5.0,4.0,4.0,2.0,7.0,3.0,4.0,COMP,6.0
360.0,2024/02/16-12:45:54,2024/02/16-12:53:40,466.0,1.0,59.0,33.0,1.0,4.0,3.0,2.0,5.0,妻,3.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,6.0,3.0,4.0,4.0,COMP,4.0
362.0,2024/02/16-12:50:43,2024/02/16-12:53:46,183.0,2.0,59.0,25.0,1.0,2.0,3.0,1.0,6.0,彼,3.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,2.0,7.0,4.0,6.0,COMP,2.0
363.0,2024/02/16-12:39:51,2024/02/16-12:53:49,838.0,2.0,56.0,11.0,1.0,4.0,3.0,1.0,4.0,夫,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,COMP,4.0
364.0,2024/02/16-12:46:48,2024/02/16-12:53:52,424.0,1.0,55.0,26.0,1.0,2.0,2.0,2.0,4.0,母,5.0,5.0,5.0,6.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,2.0
373.0,2024/02/16-12:50:29,2024/02/16-12:54:44,255.0,2.0,53.0,35.0,1.0,4.0,3.0,1.0,5.0,夫,5.0,3.0,3.0,5.0,6.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,COMP,4.0
375.0,2024/02/16-12:52:21,2024/02/16-12:54:56,155.0,2.0,21.0,33.0,1.0,2.0,3.0,2.0,2.0,他人,7.0,1.0,7.0,1.0,7.0,1.0,3.0,1.0,3.0,4.0,5.0,3.0,COMP,2.0
381.0,2024/02/16-12:34:25,2024/02/16-12:55:13,1248.0,1.0,59.0,29.0,1.0,4.0,1.0,2.0,8.0,母,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,COMP,4.0
382.0,2024/02/16-12:53:14,2024/02/16-12:55:13,119.0,2.0,38.0,28.0,1.0,1.0,4.0,2.0,3.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,8.0
384.0,2024/02/16-12:42:16,2024/02/16-12:55:40,804.0,1.0,58.0,24.0,1.0,3.0,4.0,2.0,5.0,妻,5.0,1.0,1.0,5.0,6.0,5.0,6.0,1.0,7.0,3.0,7.0,5.0,COMP,10.0
386.0,2024/02/16-12:52:25,2024/02/16-12:55:51,206.0,1.0,50.0,22.0,1.0,1.0,4.0,2.0,11.0,家族,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,8.0
387.0,2024/02/16-12:47:03,2024/02/16-12:55:51,528.0,1.0,58.0,22.0,1.0,4.0,1.0,2.0,5.0,妻,7.0,7.0,3.0,4.0,6.0,3.0,1.0,7.0,1.0,5.0,4.0,1.0,COMP,4.0
389.0,2024/02/16-12:51:00,2024/02/16-12:55:54,294.0,2.0,44.0,8.0,1.0,7.0,1.0,1.0,5.0,婚約者,5.0,3.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,7.0,1.0,7.0,COMP,7.0
391.0,2024/02/16-12:51:45,2024/02/16-12:56:18,273.0,2.0,32.0,40.0,1.0,7.0,1.0,1.0,3.0,夫,7.0,7.0,3.0,6.0,7.0,4.0,1.0,7.0,1.0,4.0,4.0,7.0,COMP,7.0
392.0,2024/02/16-12:51:06,2024/02/16-12:56:21,315.0,2.0,54.0,5.0,1.0,1.0,4.0,1.0,6.0,知り合い,7.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,COMP,8.0
395.0,2024/02/16-12:52:35,2024/02/16-12:56:39,244.0,1.0,53.0,21.0,1.0,3.0,2.0,2.0,4.0,妻,3.0,7.0,1.0,6.0,1.0,3.0,2.0,7.0,2.0,4.0,1.0,7.0,COMP,3.0
397.0,2024/02/16-12:52:27,2024/02/16-12:56:48,261.0,1.0,58.0,14.0,1.0,5.0,2.0,2.0,5.0,妻,4.0,6.0,2.0,3.0,2.0,6.0,3.0,6.0,2.0,6.0,4.0,5.0,COMP,5.0
398.0,2024/02/16-12:52:40,2024/02/16-12:56:50,250.0,1.0,36.0,14.0,1.0,6.0,2.0,2.0,2.0,肉体関係はあるが、正式に交際しているわけではない友人,2.0,4.0,2.0,7.0,6.0,3.0,7.0,7.0,1.0,6.0,1.0,7.0,COMP,6.0
399.0,2024/02/16-12:52:35,2024/02/16-12:56:54,259.0,2.0,49.0,25.0,1.0,3.0,1.0,1.0,4.0,夫,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,6.0,3.0,5.0,COMP,3.0
401.0,2024/02/16-12:53:44,2024/02/16-12:57:01,197.0,1.0,55.0,13.0,1.0,3.0,3.0,2.0,5.0,妻,4.0,6.0,2.0,6.0,3.0,5.0,3.0,6.0,3.0,5.0,3.0,3.0,COMP,3.0
402.0,2024/02/16-12:54:28,2024/02/16-12:57:02,154.0,2.0,45.0,27.0,1.0,1.0,5.0,1.0,4.0,兄弟,3.0,4.0,4.0,4.0,6.0,2.0,4.0,2.0,7.0,2.0,4.0,5.0,COMP,8.0
404.0,2024/02/16-12:54:01,2024/02/16-12:57:08,187.0,1.0,52.0,26.0,1.0,4.0,3.0,2.0,5.0,妻,5.0,5.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,COMP,4.0
405.0,2024/02/16-12:51:09,2024/02/16-12:57:10,361.0,1.0,34.0,13.0,1.0,6.0,1.0,2.0,3.0,恋人,3.0,5.0,4.0,5.0,2.0,5.0,3.0,6.0,5.0,3.0,1.0,6.0,COMP,6.0
406.0,2024/02/16-12:51:30,2024/02/16-12:57:19,349.0,1.0,43.0,13.0,1.0,7.0,1.0,2.0,4.0,妻,5.0,3.0,3.0,3.0,4.0,6.0,4.0,6.0,3.0,3.0,3.0,7.0,COMP,7.0
408.0,2024/02/16-12:54:08,2024/02/16-12:57:24,196.0,2.0,44.0,11.0,1.0,2.0,1.0,1.0,3.0,恋人,1.0,6.0,2.0,5.0,2.0,6.0,1.0,7.0,1.0,7.0,6.0,2.0,COMP,2.0
410.0,2024/02/16-12:48:39,2024/02/16-12:57:43,544.0,1.0,52.0,23.0,1.0,4.0,4.0,2.0,5.0,妻,2.0,6.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,6.0,6.0,7.0,COMP,11.0
411.0,2024/02/16-12:52:42,2024/02/16-12:57:49,307.0,1.0,49.0,14.0,1.0,5.0,3.0,2.0,4.0,妻,2.0,6.0,3.0,5.0,3.0,1.0,3.0,6.0,2.0,6.0,4.0,2.0,COMP,5.0
414.0,2024/02/16-12:49:21,2024/02/16-12:57:53,512.0,1.0,49.0,28.0,1.0,4.0,2.0,2.0,4.0,妻,4.0,4.0,3.0,6.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,COMP,4.0
415.0,2024/02/16-12:50:46,2024/02/16-12:57:53,427.0,1.0,35.0,28.0,1.0,6.0,5.0,2.0,3.0,妻,5.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,COMP,13.0
418.0,2024/02/16-12:52:12,2024/02/16-12:58:06,354.0,2.0,53.0,25.0,1.0,7.0,2.0,1.0,5.0,夫,5.0,4.0,4.0,5.0,6.0,2.0,3.0,4.0,3.0,5.0,3.0,6.0,COMP,7.0
419.0,2024/02/16-12:52:09,2024/02/16-12:58:09,360.0,1.0,55.0,33.0,1.0,2.0,2.0,1.0,5.0,友人（飲み屋の大将）,1.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,7.0,7.0,COMP,2.0
420.0,2024/02/16-12:52:30,2024/02/16-12:58:11,341.0,1.0,45.0,16.0,1.0,7.0,1.0,2.0,5.0,妻,3.0,4.0,4.0,5.0,5.0,3.0,2.0,6.0,3.0,4.0,3.0,4.0,COMP,7.0
421.0,2024/02/16-12:55:45,2024/02/16-12:58:25,160.0,2.0,34.0,20.0,1.0,2.0,3.0,2.0,2.0,友人,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,COMP,2.0
422.0,2024/02/16-12:54:03,2024/02/16-12:58:25,262.0,1.0,59.0,13.0,1.0,3.0,3.0,1.0,5.0,友人,2.0,5.0,2.0,6.0,4.0,2.0,4.0,6.0,4.0,6.0,6.0,6.0,COMP,3.0
424.0,2024/02/16-12:56:45,2024/02/16-12:58:31,106.0,2.0,33.0,23.0,1.0,3.0,1.0,1.0,4.0,好きな人,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,COMP,3.0
